gvkey,permno,adate,qdate,public_date,bm,evm,pe_exi,pe_inc,ps,pcf,npm,opmbd,gpm,cfm,roa,roe,roce,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_totdebt,debt_ebitda,ocf_lct,cash_debt,lt_ppent,cash_ratio,quick_ratio,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,ptb,divyield,TICKER
24800,77178,2019-09-30,2019-09-30,2019-11-30,0.057,21.701,23.273,23.273,4.88,13.094,0.224,0.243,0.632,0.296,0.145,1.408,0.176,0.268,0.732,0.868,0.732,0.038,3.348,0.815,0.26,9.104,1.372,1.72,1.876,4.654,0.596,7.274,4.325,19.035,2.97%,QCOM
24800,77178,2019-09-30,2019-12-31,2020-02-29,0.045,21.081,22.244,22.244,4.524,11.121,0.214,0.249,0.64,0.285,0.146,0.945,0.17,0.251,0.749,0.871,0.749,0.037,3.311,0.815,0.26,9.083,1.225,1.574,1.734,4.51,0.59,7.043,4.32,19.832,3.17%,QCOM
24800,77178,2019-09-30,2020-03-31,2020-05-31,0.04,21.25,23.929,23.929,4.545,10.913,0.202,0.248,0.638,0.272,0.148,0.859,0.17,0.247,0.753,0.901,0.753,0.036,3.285,0.86,0.26,8.397,1.238,1.579,1.741,4.606,0.606,7.498,4.29,29.88,3.07%,QCOM
24800,77178,2019-09-30,2020-06-30,2020-08-31,0.032,22.112,50.253,50.253,6.719,25.354,0.137,0.245,0.64,0.207,0.148,0.609,0.168,0.217,0.783,0.898,0.783,0.035,3.337,0.592,0.26,7.896,1.235,1.591,1.782,4.198,0.614,7.892,4.322,40.646,2.18%,QCOM
24800,77178,2020-09-30,2020-09-30,2020-11-30,0.046,25.649,32.56,32.56,7.66,28.629,0.239,0.268,0.638,0.303,0.17,0.933,0.205,0.28,0.72,0.749,0.72,0.035,2.788,0.67,0.197,7.077,1.293,1.836,2.135,3.933,0.634,6.713,5.011,27.14,1.77%,QCOM
24800,77178,2020-09-30,2020-12-31,2021-02-28,0.043,18.753,23.28,23.28,6.216,19.656,0.27,0.295,0.629,0.327,0.221,1.583,0.287,0.247,0.753,0.808,0.753,0.034,2.211,0.885,0.197,7.354,1.238,1.686,1.944,4.014,0.725,7.612,4.716,20.964,1.91%,QCOM
24800,77178,2020-09-30,2021-03-31,2021-05-31,0.05,18.161,19.275,19.275,5.497,15.647,0.291,0.311,0.626,0.343,0.25,1.615,0.336,0.281,0.719,0.745,0.719,0.034,1.87,1.112,0.197,7.247,1.308,1.778,2.069,4.06,0.775,8.276,4.867,20.442,2.02%,QCOM
24800,77178,2020-09-30,2021-06-30,2021-08-31,0.051,16.967,18.313,18.313,5.376,14.774,0.299,0.326,0.623,0.348,0.281,1.519,0.386,0.327,0.673,0.714,0.673,0.034,1.582,1.166,0.197,7.134,1.248,1.701,1.986,4.235,0.826,8.52,4.987,20.236,1.85%,QCOM
24800,77178,2021-09-30,2021-09-30,2021-11-30,0.069,14.198,22.943,22.943,6.025,19.194,0.269,0.339,0.622,0.317,0.296,1.12,0.403,0.413,0.587,0.677,0.587,0.033,1.434,0.882,0.337,6.169,1.039,1.41,1.68,4.353,0.874,8.854,5.326,20.194,1.51%,QCOM
24800,77178,2021-09-30,2021-12-31,2022-02-28,0.055,14.221,19.701,19.701,5.379,20.581,0.277,0.354,0.627,0.322,0.33,1.211,0.461,0.394,0.606,0.678,0.606,0.033,1.246,0.842,0.337,6.689,1.076,1.461,1.749,4.174,0.901,10.363,5.12,17.103,1.58%,QCOM
24800,77178,2021-09-30,2022-03-31,2022-05-31,0.078,12.893,14.659,14.659,4.085,17.426,0.284,0.369,0.627,0.327,0.362,1.208,0.511,0.443,0.557,0.658,0.557,0.033,1.096,0.75,0.337,6.506,0.981,1.361,1.661,3.959,0.94,10.723,5.198,12.035,1.90%,QCOM
24800,77178,2021-09-30,2022-06-30,2022-08-31,0.112,11.561,11.716,11.716,3.525,17.021,0.305,0.374,0.62,0.345,0.377,1.201,0.529,0.486,0.514,0.607,0.514,0.033,1.004,0.705,0.337,6.323,0.851,1.29,1.635,3.753,0.961,10.876,5.321,9.256,2.27%,QCOM
24800,77178,2022-09-30,2022-09-30,2022-11-30,0.144,8.604,11.086,11.125,3.208,15.589,0.294,0.376,0.618,0.334,0.368,0.921,0.491,0.561,0.439,0.503,0.439,0.033,0.973,0.767,0.293,5.346,0.538,1.212,1.747,3.527,0.979,9.586,6.106,7.8,2.37%,QCOM
24800,77178,2022-09-30,2022-12-31,2023-02-28,0.153,10.291,11.821,11.901,3.206,13.591,0.276,0.356,0.613,0.317,0.334,0.806,0.444,0.545,0.455,0.529,0.455,0.036,1.052,0.859,0.293,5.927,0.699,1.254,1.746,2.86,0.903,9.824,5.694,7.322,2.43%,QCOM
24800,77178,2022-09-30,2023-03-31,2023-05-31,0.139,10.895,12.078,12.168,3.076,14.207,0.259,0.335,0.608,0.303,0.289,0.641,0.367,0.553,0.447,0.492,0.447,0.039,1.173,0.854,0.293,5.711,0.676,1.305,1.919,2.518,0.845,9.608,6.374,6.414,2.82%,QCOM
24800,77178,2022-09-30,2023-06-30,2023-08-31,0.156,12.083,14.971,14.991,3.313,14.768,0.224,0.316,0.611,0.271,0.251,0.475,0.302,0.564,0.436,0.471,0.436,0.041,1.323,0.904,0.293,5.541,0.782,1.427,2.126,2.245,0.786,9.002,6.811,6.184,2.79%,QCOM
24800,77178,2023-09-30,2023-09-30,2023-11-30,0.175,13.351,19.793,20.101,4.01,12.712,0.205,0.292,0.607,0.255,0.209,0.368,0.241,0.589,0.411,0.439,0.411,0.043,1.535,1.174,0.384,5.21,1.176,1.666,2.333,2.203,0.716,8.117,4.955,6.621,2.48%,QCOM
64768,84788,2013-12-31,2014-09-30,2015-01-31,0.069,35.822,-36.93,-36.93,1.931,28.859,-0.003,0.053,0.337,0.048,0.125,-0.021,0.014,0.738,0.262,0.498,0.262,0.025,1.517,0.282,0.18,2.147,0.445,0.657,1.004,8.055,2.202,28.415,4.818,15.929,,AMZN
64768,84788,2014-12-31,2014-12-31,2015-02-28,0.082,41.013,-328.89,-305.1,1.988,25.858,-0.003,0.044,0.335,0.051,0.083,-0.022,0.006,0.462,0.538,0.693,0.538,0.018,4.114,0.244,0.156,2.579,0.62,0.82,1.115,7.53,1.88,28.25,3.801,15.042,,AMZN
64768,84788,2014-12-31,2015-03-31,2015-05-31,0.063,28.958,-24.114,-24.114,2.174,25.479,-0.004,0.061,0.359,0.052,0.132,-0.038,0.016,0.612,0.388,0.926,0.388,0.018,2.878,0.345,0.156,2.176,0.507,0.715,1.041,7.956,2.011,27.868,4.706,18.384,,AMZN
64768,84788,2014-12-31,2015-06-30,2015-08-31,0.058,27.215,-59.638,-59.638,2.504,26.713,-0.002,0.068,0.371,0.056,0.142,-0.017,0.035,0.577,0.423,0.849,0.423,0.022,2.481,0.374,0.156,2.2,0.542,0.747,1.064,7.92,1.941,29.033,4.65,20.384,,AMZN
64768,84788,2014-12-31,2015-09-30,2015-11-30,0.052,25.705,48.174,48.174,3.098,31.725,0.003,0.078,0.383,0.062,0.158,0.029,0.07,0.552,0.448,0.775,0.448,0.026,2.063,0.386,0.156,2.238,0.586,0.789,1.105,7.73,1.887,30.481,4.618,25.071,,AMZN
64768,84788,2015-12-31,2015-12-31,2016-02-29,0.045,45.987,322.947,326.333,2.431,21.827,0.006,0.068,0.376,0.064,0.122,0.045,0.075,0.486,0.514,0.637,0.514,0.027,2.402,0.352,0.229,2.384,0.584,0.774,1.076,7.2,1.784,27.794,3.728,17.983,,AMZN
64768,84788,2015-12-31,2016-03-31,2016-05-31,0.053,27.601,14.872,14.872,3.007,30.29,0.01,0.087,0.397,0.069,0.177,0.094,0.104,0.539,0.461,0.722,0.461,0.026,1.77,0.4,0.229,2.145,0.569,0.763,1.085,7.547,1.929,25.777,4.543,23.111,,AMZN
64768,84788,2015-12-31,2016-06-30,2016-08-31,0.049,27.815,9.591,9.591,3.023,28.651,0.016,0.092,0.403,0.075,0.189,0.145,0.128,0.529,0.471,0.654,0.471,0.026,1.584,0.43,0.229,2.097,0.563,0.758,1.082,7.507,1.947,27.418,4.499,22.049,,AMZN
64768,84788,2015-12-31,2016-09-30,2016-11-30,0.045,29.87,8.607,8.607,2.786,24.423,0.016,0.092,0.406,0.076,0.19,0.145,0.129,0.52,0.48,0.598,0.48,0.026,1.526,0.467,0.229,2.052,0.564,0.757,1.077,7.587,1.95,29.089,4.426,20.057,,AMZN
64768,84788,2016-12-31,2016-12-31,2017-02-28,0.055,35.287,172.457,172.457,2.968,24.546,0.017,0.079,0.398,0.077,0.144,0.139,0.115,0.559,0.441,0.592,0.441,0.026,1.905,0.375,0.256,2.202,0.593,0.783,1.045,7.547,1.827,24.813,3.637,20.511,,AMZN
64768,84788,2016-12-31,2017-03-31,2017-05-31,0.051,30.692,9.348,9.348,3.334,27.944,0.018,0.091,0.417,0.079,0.186,0.15,0.12,0.554,0.446,0.58,0.446,0.026,1.515,0.472,0.256,1.972,0.571,0.767,1.061,7.851,1.899,21.73,4.253,21.934,,AMZN
64768,84788,2016-12-31,2017-06-30,2017-08-31,0.05,33.021,12.476,12.476,3.138,27.108,0.013,0.087,0.423,0.076,0.174,0.102,0.094,0.562,0.438,0.581,0.438,0.025,1.617,0.448,0.256,1.913,0.562,0.758,1.043,7.831,1.859,22.881,4.196,20.292,,AMZN
64768,84788,2016-12-31,2017-09-30,2017-11-30,0.053,33.18,14.971,14.971,3.519,33.869,0.012,0.085,0.428,0.076,0.17,0.094,0.082,0.51,0.49,0.625,0.49,0.024,1.986,0.397,0.256,1.932,0.553,0.756,1.036,7.793,1.754,24.562,4.149,22.996,,AMZN
64768,84788,2017-12-31,2017-12-31,2018-02-28,0.051,46.397,245.927,245.927,4.121,39.761,0.017,0.074,0.42,0.082,0.122,0.125,0.071,0.422,0.578,0.673,0.578,0.026,3.357,0.318,0.178,2.12,0.558,0.763,1.04,7.496,1.657,21.887,3.594,25.539,,AMZN
64768,84788,2017-12-31,2018-03-31,2018-05-31,0.045,32.704,10.262,10.262,4.093,43.368,0.02,0.093,0.443,0.086,0.173,0.16,0.092,0.452,0.548,0.656,0.548,0.027,2.162,0.377,0.178,1.926,0.537,0.753,1.037,7.841,1.677,21.112,4.119,25.132,,AMZN
64768,84788,2017-12-31,2018-06-30,2018-08-31,0.042,32.055,7.981,7.981,4.717,44.922,0.03,0.103,0.454,0.096,0.185,0.232,0.116,0.44,0.56,0.657,0.56,0.028,2.08,0.429,0.178,1.929,0.541,0.766,1.05,7.858,1.642,22.266,4.113,28.052,,AMZN
64768,84788,2017-12-31,2018-09-30,2018-11-30,0.04,31.794,4.734,4.734,3.74,31.081,0.04,0.116,0.465,0.106,0.202,0.297,0.149,0.463,0.537,0.631,0.537,0.03,1.773,0.502,0.178,1.879,0.549,0.781,1.063,7.923,1.651,22.529,4.06,21.123,,AMZN
64768,84788,2018-12-31,2018-12-31,2019-02-28,0.061,31.654,81.422,81.422,3.463,26.248,0.043,0.107,0.455,0.109,0.169,0.273,0.149,0.523,0.477,0.591,0.477,0.03,1.983,0.449,0.258,1.927,0.609,0.855,1.098,7.768,1.584,20.249,3.506,17.905,,AMZN
64768,84788,2018-12-31,2019-03-31,2019-05-31,0.055,28.676,3.706,3.706,3.618,25.434,0.05,0.131,0.479,0.118,0.223,0.319,0.18,0.487,0.513,0.619,0.513,0.028,1.668,0.577,0.258,1.769,0.576,0.822,1.087,7.966,1.562,20.47,4.003,18.053,,AMZN
64768,84788,2018-12-31,2019-06-30,2019-08-31,0.057,28.233,3.685,3.685,3.486,24.388,0.048,0.132,0.484,0.12,0.216,0.289,0.162,0.486,0.514,0.626,0.514,0.025,1.778,0.561,0.258,1.711,0.588,0.832,1.094,7.733,1.492,19.655,3.913,16.559,,AMZN
64768,84788,2018-12-31,2019-09-30,2019-11-30,0.066,26.576,3.989,3.989,3.363,25.27,0.043,0.13,0.486,0.118,0.204,0.245,0.139,0.485,0.515,0.636,0.515,0.023,1.914,0.516,0.258,1.655,0.601,0.84,1.097,7.75,1.452,19.665,3.939,15.8,,AMZN
64768,84788,2019-12-31,2019-12-31,2020-02-29,0.067,33.379,81.867,81.867,3.343,24.351,0.041,0.107,0.464,0.097,0.154,0.216,0.122,0.495,0.505,0.619,0.505,0.025,2.594,0.439,0.236,1.668,0.63,0.871,1.097,8.235,1.446,18.114,3.598,15.112,,AMZN
64768,84788,2019-12-31,2020-03-31,2020-05-31,0.067,27.191,5.835,5.835,4.112,30.66,0.036,0.124,0.482,0.111,0.185,0.192,0.112,0.492,0.508,0.627,0.508,0.022,2.057,0.514,0.236,1.583,0.615,0.847,1.093,8.075,1.416,19.689,3.922,18.663,,AMZN
64768,84788,2019-12-31,2020-06-30,2020-08-31,0.053,27.714,6.631,6.631,5.372,33.748,0.041,0.125,0.474,0.112,0.192,0.223,0.129,0.495,0.505,0.617,0.505,0.021,1.996,0.614,0.236,1.585,0.66,0.885,1.116,8.787,1.424,20.694,3.915,23.445,,AMZN
64768,84788,2019-12-31,2020-09-30,2020-11-30,0.052,29.407,4.633,4.633,4.568,28.749,0.05,0.127,0.471,0.118,0.196,0.27,0.141,0.5,0.5,0.603,0.5,0.02,1.937,0.609,0.236,1.559,0.675,0.892,1.118,8.979,1.41,21.362,3.849,19.203,,AMZN
64768,84788,2020-12-31,2020-12-31,2021-02-28,0.057,44.62,73.94,73.94,4.035,23.577,0.055,0.101,0.438,0.099,0.143,0.274,0.132,0.515,0.485,0.578,0.485,0.018,2.681,0.523,0.29,1.512,0.67,0.869,1.05,10.141,1.413,20.511,3.678,16.676,,AMZN
64768,84788,2020-12-31,2021-03-31,2021-05-31,0.066,29.753,3.067,3.067,3.878,24.184,0.064,0.131,0.465,0.13,0.203,0.341,0.162,0.517,0.483,0.575,0.483,0.017,1.784,0.614,0.29,1.483,0.682,0.886,1.092,9.944,1.415,23.262,3.727,15.732,,AMZN
64768,84788,2020-12-31,2021-06-30,2021-08-31,0.066,29.475,3.024,3.024,3.965,29.63,0.066,0.133,0.474,0.133,0.199,0.333,0.157,0.52,0.48,0.566,0.48,0.016,1.821,0.514,0.29,1.434,0.687,0.896,1.101,9.859,1.378,22.917,3.646,15.311,,AMZN
64768,84788,2020-12-31,2021-09-30,2021-11-30,0.072,29.499,3.431,3.431,3.884,32.532,0.057,0.131,0.483,0.127,0.186,0.266,0.135,0.518,0.482,0.562,0.482,0.015,1.958,0.452,0.29,1.389,0.677,0.893,1.103,9.296,1.321,22.047,3.56,14.752,,AMZN
64768,84788,2021-12-31,2021-12-31,2022-02-28,0.081,38.389,47.389,47.389,3.325,33.719,0.071,0.102,0.469,0.121,0.129,0.288,0.103,0.53,0.47,0.536,0.47,0.015,2.921,0.326,0.164,1.305,0.677,0.913,1.136,9.12,1.267,20.216,3.416,11.3,,AMZN
64768,84788,2021-12-31,2022-03-31,2022-05-31,0.081,32.684,2.902,2.902,2.56,31.102,0.045,0.117,0.497,0.12,0.151,0.18,0.081,0.518,0.482,0.561,0.482,0.014,2.46,0.3,0.164,1.305,0.635,0.865,1.098,7.897,1.214,19.823,3.534,9.127,,AMZN
64768,84788,2021-12-31,2022-06-30,2022-08-31,0.121,31.346,113.848,113.848,2.658,36.304,0.024,0.11,0.504,0.101,0.135,0.091,0.059,0.515,0.485,0.57,0.485,0.014,2.723,0.261,0.164,1.271,0.555,0.791,1.04,7.098,1.19,18.859,3.519,9.828,,AMZN
64768,84788,2021-12-31,2022-09-30,2022-11-30,0.119,29.493,87.964,87.964,1.961,24.83,0.023,0.105,0.508,0.1,0.129,0.086,0.049,0.515,0.485,0.579,0.485,0.014,2.891,0.282,0.164,1.248,0.503,0.745,0.997,6.98,1.196,18.328,3.532,7.163,,AMZN
64768,84788,2022-12-31,2022-12-31,2023-02-28,0.17,26.805,-325.0,-325.0,1.88,20.667,-0.005,0.075,0.487,0.044,0.087,-0.019,0.043,0.499,0.501,0.58,0.501,0.015,4.421,0.301,0.148,1.252,0.453,0.729,0.945,8.093,1.164,16.769,3.356,6.616,,AMZN
64768,84788,2022-12-31,2023-03-31,2023-05-31,0.146,20.597,253.5,236.5,2.357,22.772,0.008,0.111,0.531,0.092,0.136,0.031,0.049,0.504,0.496,0.585,0.496,0.016,2.828,0.372,0.148,1.226,0.437,0.695,0.939,6.916,1.183,17.182,3.439,8.006,,AMZN
64768,84788,2022-12-31,2023-06-30,2023-08-31,0.125,19.644,109.532,109.532,2.647,23.026,0.024,0.12,0.54,0.109,0.146,0.092,0.062,0.513,0.487,0.567,0.487,0.018,2.588,0.418,0.148,1.208,0.437,0.7,0.938,7.024,1.174,16.645,3.465,8.446,,AMZN
64768,84788,2022-12-31,2023-09-30,2023-11-30,0.139,17.419,76.089,76.089,2.725,21.069,0.036,0.136,0.548,0.122,0.164,0.132,0.087,0.528,0.472,0.54,0.472,0.019,2.218,0.481,0.148,1.188,0.443,0.716,0.95,7.171,1.172,16.024,3.459,8.251,,AMZN
117768,86580,2014-01-31,2014-10-31,2015-01-31,0.416,12.107,4.707,4.707,2.287,12.117,0.128,0.202,0.598,0.176,0.138,0.13,0.121,0.756,0.244,0.243,0.244,0.031,1.486,0.947,0.299,4.744,4.84,5.496,5.929,4.672,0.655,9.861,6.113,2.37,1.77%,NVDA
117768,86580,2015-01-31,2015-01-31,2015-03-31,0.444,12.12,18.683,18.683,2.458,12.704,0.135,0.209,0.602,0.182,0.135,0.136,0.13,0.76,0.24,0.241,0.24,0.033,1.432,1.011,0.325,4.995,5.16,5.837,6.376,4.277,0.648,10.403,6.337,2.474,1.62%,NVDA
117768,86580,2015-01-31,2015-04-30,2015-06-30,0.403,11.992,4.489,4.489,2.287,10.812,0.133,0.212,0.606,0.179,0.144,0.14,0.135,0.758,0.242,0.243,0.242,0.033,1.398,1.118,0.325,4.861,5.037,5.737,6.216,4.34,0.668,9.644,6.904,2.249,1.94%,NVDA
117768,86580,2015-01-31,2015-07-31,2015-09-30,0.416,12.214,6.556,6.556,2.78,12.448,0.11,0.211,0.605,0.155,0.143,0.115,0.137,0.756,0.244,0.244,0.244,0.032,1.387,1.17,0.325,5.071,4.977,5.68,6.165,4.272,0.674,9.531,6.94,2.968,1.58%,NVDA
117768,86580,2015-01-31,2015-10-31,2015-12-31,0.314,12.956,7.701,7.701,3.649,16.022,0.123,0.215,0.605,0.165,0.147,0.131,0.144,0.758,0.242,0.241,0.242,0.033,1.344,1.24,0.325,5.303,5.224,5.938,6.439,4.298,0.679,9.824,7.126,3.702,1.40%,NVDA
117768,86580,2016-01-31,2016-01-31,2016-03-31,0.302,15.717,32.991,32.991,3.855,16.435,0.123,0.219,0.604,0.162,0.15,0.13,0.153,0.998,0.002,0.318,0.002,0.033,1.3,0.5,0.405,6.225,2.142,2.397,2.575,4.4,0.688,10.239,6.507,4.049,1.29%,NVDA
117768,86580,2016-01-31,2016-04-30,2016-06-30,0.239,14.193,9.876,9.876,4.861,20.277,0.133,0.227,0.606,0.167,0.163,0.146,0.167,0.855,0.141,0.282,0.141,0.033,1.217,0.76,0.405,5.856,2.918,3.314,3.572,4.856,0.721,9.94,6.71,5.543,.979%,NVDA
117768,86580,2016-01-31,2016-07-31,2016-09-30,0.159,16.494,11.052,11.052,6.74,29.117,0.17,0.241,0.607,0.2,0.183,0.199,0.195,0.917,0.075,0.298,0.075,0.034,1.091,0.63,0.405,5.953,2.428,2.763,2.983,4.86,0.747,9.853,6.645,7.555,.671%,NVDA
117768,86580,2016-01-31,2016-10-31,2016-12-31,0.141,16.375,13.755,13.755,9.373,39.352,0.199,0.276,0.611,0.229,0.233,0.258,0.26,0.893,0.097,0.353,0.097,0.028,1.074,0.637,0.405,6.666,2.326,2.648,2.867,4.744,0.778,9.801,6.761,10.631,.525%,NVDA
117768,86580,2017-01-31,2017-01-31,2017-03-31,0.092,31.164,42.385,42.385,8.931,36.908,0.241,0.31,0.616,0.268,0.249,0.312,0.27,0.743,0.257,0.36,0.257,0.028,1.304,0.935,0.41,7.829,3.802,4.33,4.774,4.375,0.803,10.383,7.752,10.454,.514%,NVDA
117768,86580,2017-01-31,2017-04-30,2017-06-30,0.101,21.001,11.967,11.967,11.405,52.288,0.261,0.323,0.617,0.287,0.286,0.38,0.316,0.781,0.215,0.34,0.215,0.026,0.97,0.911,0.41,7.084,3.401,3.92,4.31,4.109,0.831,9.2,7.463,13.672,.387%,NVDA
117768,86580,2017-01-31,2017-07-31,2017-09-30,0.064,24.235,12.661,12.661,12.855,49.521,0.274,0.336,0.615,0.299,0.309,0.408,0.336,0.744,0.255,0.323,0.255,0.026,0.898,1.483,0.41,7.02,4.372,5.113,5.652,4.085,0.872,8.674,7.946,17.231,.313%,NVDA
117768,86580,2017-01-31,2017-10-31,2017-12-31,0.053,29.226,11.974,11.974,13.064,40.929,0.288,0.341,0.614,0.309,0.32,0.433,0.345,0.753,0.247,0.282,0.247,0.029,0.742,2.373,0.41,6.374,5.218,6.185,6.874,4.161,0.933,8.585,8.201,17.641,.310%,NVDA
117768,86580,2018-01-31,2018-01-31,2018-03-31,0.05,44.281,48.048,48.048,14.424,40.009,0.314,0.351,0.62,0.334,0.323,0.455,0.356,0.79,0.21,0.212,0.21,0.025,0.587,3.037,0.929,3.781,6.165,7.337,8.027,4.645,0.922,9.291,6.836,18.709,.259%,NVDA
117768,86580,2018-01-31,2018-04-30,2018-06-30,0.057,31.018,9.854,9.854,13.092,30.825,0.345,0.379,0.633,0.364,0.417,0.568,0.462,0.776,0.224,0.228,0.224,0.03,0.486,4.321,0.929,4.449,6.161,7.399,8.164,4.884,1.048,9.031,7.424,18.588,.253%,NVDA
117768,86580,2018-01-31,2018-07-31,2018-09-30,0.059,30.58,10.256,10.256,14.386,35.063,0.362,0.391,0.643,0.381,0.443,0.612,0.497,0.792,0.208,0.209,0.208,0.029,0.432,4.105,0.929,3.942,6.039,7.261,8.006,4.797,1.046,8.94,7.083,19.381,.214%,NVDA
117768,86580,2018-01-31,2018-10-31,2018-12-31,0.074,29.503,4.456,4.456,6.556,19.375,0.378,0.389,0.645,0.397,0.426,0.612,0.48,0.808,0.192,0.193,0.192,0.03,0.413,3.155,0.929,3.494,5.619,6.909,7.679,4.298,1.009,7.805,6.799,8.574,.479%,NVDA
117768,86580,2019-01-31,2019-01-31,2019-03-31,0.107,21.679,27.083,27.083,9.288,29.071,0.353,0.351,0.637,0.376,0.335,0.492,0.37,0.825,0.175,0.175,0.175,0.029,0.484,2.816,0.948,2.813,5.585,6.758,7.944,3.583,0.955,8.714,9.082,11.624,.356%,NVDA
117768,86580,2019-01-31,2019-04-30,2019-06-30,0.088,37.574,7.761,7.761,9.322,33.14,0.307,0.3,0.628,0.334,0.251,0.372,0.27,0.816,0.184,0.187,0.184,0.026,0.663,2.163,0.948,2.818,5.51,6.789,7.776,2.897,0.797,6.555,7.157,10.284,.390%,NVDA
117768,86580,2019-01-31,2019-07-31,2019-09-30,0.101,41.068,9.823,9.823,10.408,34.86,0.269,0.262,0.622,0.302,0.198,0.293,0.204,0.813,0.187,0.19,0.187,0.025,0.853,2.237,0.948,2.512,5.755,7.052,8.086,2.736,0.731,6.32,7.14,10.233,.368%,NVDA
117768,86580,2019-01-31,2019-10-31,2019-12-31,0.091,42.528,15.045,15.045,14.374,34.336,0.241,0.254,0.633,0.276,0.183,0.248,0.183,0.812,0.188,0.193,0.188,0.022,0.948,3.163,0.948,2.314,6.31,7.493,8.484,2.797,0.692,7.052,6.926,12.813,.272%,NVDA
117768,86580,2020-01-31,2020-01-31,2020-03-31,0.085,45.447,58.319,58.319,14.851,34.056,0.256,0.297,0.656,0.291,0.212,0.259,0.219,0.827,0.173,0.179,0.173,0.022,0.815,2.669,0.932,2.23,6.108,7.125,7.674,2.94,0.713,7.087,5.274,13.255,.243%,NVDA
117768,86580,2020-01-31,2020-04-30,2020-06-30,0.073,36.581,17.753,17.753,19.837,47.201,0.282,0.328,0.669,0.316,0.25,0.305,0.258,0.758,0.242,0.248,0.242,0.017,0.991,3.056,0.932,2.805,7.022,8.138,8.811,3.581,0.662,7.16,5.821,17.793,.168%,NVDA
117768,86580,2020-01-31,2020-07-31,2020-09-30,0.054,40.923,24.827,24.827,25.559,59.834,0.259,0.341,0.697,0.314,0.251,0.289,0.241,0.715,0.285,0.29,0.285,0.02,1.147,2.948,0.932,3.343,6.339,7.372,7.973,3.482,0.641,7.357,5.678,23.536,.118%,NVDA
117768,86580,2020-01-31,2020-10-31,2020-12-31,0.05,44.541,21.332,21.332,21.875,61.924,0.259,0.35,0.702,0.321,0.254,0.301,0.24,0.693,0.307,0.325,0.307,0.023,1.236,2.138,0.932,3.805,4.953,5.872,6.384,3.522,0.638,7.214,5.646,20.731,.123%,NVDA
117768,86580,2021-01-31,2021-01-31,2021-03-31,0.053,55.938,77.381,77.381,19.927,57.075,0.26,0.354,0.701,0.326,0.256,0.295,0.243,0.719,0.281,0.329,0.281,0.036,1.309,1.483,0.489,4.166,2.945,3.625,4.09,3.552,0.723,8.162,6.175,19.394,.120%,NVDA
117768,86580,2021-01-31,2021-04-30,2021-06-30,0.051,46.069,23.672,23.672,25.886,73.444,0.277,0.366,0.701,0.343,0.271,0.355,0.257,0.704,0.296,0.334,0.296,0.028,1.093,1.938,0.489,4.152,3.237,4.036,4.516,3.434,0.69,7.639,6.013,26.224,.080%,NVDA
117768,86580,2021-01-31,2021-07-31,2021-09-30,0.044,44.859,74.052,74.052,23.652,65.54,0.323,0.389,0.691,0.376,0.305,0.429,0.308,0.697,0.303,0.347,0.303,0.024,1.054,1.97,0.489,4.506,3.367,4.173,4.635,3.641,0.7,7.56,5.991,24.228,.077%,NVDA
117768,86580,2021-01-31,2021-10-31,2021-12-31,0.038,47.745,90.565,90.565,30.291,90.306,0.338,0.402,0.691,0.386,0.312,0.449,0.318,0.688,0.312,0.342,0.312,0.023,1.027,2.037,0.489,4.715,3.951,4.855,5.366,3.669,0.699,7.473,5.922,30.607,.054%,NVDA
117768,86580,2022-01-31,2022-01-31,2022-03-31,0.044,55.769,70.873,70.873,25.386,75.014,0.362,0.417,0.693,0.406,0.307,0.443,0.318,0.695,0.305,0.309,0.305,0.024,1.055,2.101,0.518,4.872,4.892,6.049,6.65,3.731,0.738,7.604,6.062,25.44,.059%,NVDA
117768,86580,2022-01-31,2022-04-30,2022-06-30,0.057,44.911,40.641,40.641,12.829,42.273,0.32,0.424,0.694,0.362,0.325,0.415,0.336,0.677,0.323,0.334,0.323,0.021,0.963,1.997,0.518,5.1,4.483,5.563,6.127,3.574,0.701,6.703,5.901,14.26,.106%,NVDA
117768,86580,2022-01-31,2022-07-31,2022-09-30,0.053,51.865,39.8,39.8,10.164,40.019,0.26,0.359,0.649,0.305,0.253,0.313,0.256,0.688,0.312,0.324,0.312,0.022,1.107,1.433,0.518,4.926,3.694,4.731,5.295,3.513,0.686,6.145,6.212,12.54,.132%,NVDA
117768,86580,2022-01-31,2022-10-31,2022-12-31,0.065,54.646,62.187,62.187,12.585,55.945,0.209,0.306,0.628,0.258,0.202,0.235,0.198,0.689,0.311,0.333,0.311,0.022,1.356,1.057,0.518,4.654,2.949,3.903,4.483,3.01,0.659,5.625,6.674,16.648,.109%,NVDA
117768,86580,2023-01-31,2023-01-31,2023-03-31,0.046,68.767,159.638,159.638,25.435,121.626,0.162,0.266,0.626,0.219,0.168,0.178,0.155,0.676,0.324,0.368,0.324,0.022,1.675,0.86,0.296,3.938,2.026,2.73,3.516,2.595,0.632,6.364,8.487,30.7,.058%,NVDA
